1.0405021E-7	1.2308027
2.4422627E-7	1.3147781
4.1265145E-7	1.3847798
6.373805E-7	    1.4548056
9.4651654E-7	1.5318607
1.3121995E-6	1.5739752
1.8469884E-6	1.5881906
2.2130118E-6	1.5813546
2.7764388E-6	1.5256528
3.2273554E-6	1.4559168
3.5376584E-6	1.3651416
3.848399E-6	    1.2114302
4.074538E-6	    1.0786613
4.2445677E-6	0.91789657
4.329558E-6	    0.84101063
4.4711446E-6	0.72219133
4.58419E-6	    0.65930337
4.7247545E-6	0.68733543
4.8084325E-6	0.7992584
5.004669E-6	    0.91822267
5.2286687E-6	1.0931424
5.4814527E-6	1.1771661
5.819178E-6	    1.1912969
6.1856877E-6	1.1145318
6.299025E-6	    1.0096862
6.4687624E-6	0.89087903
6.525844E-6	    0.7790164
6.667382E-6	    0.66719
6.80853E-6	    0.611307
6.920457E-6	    0.7092563
7.0604874E-6	0.8142105
7.115916E-6	    0.9401072
7.3123474E-6	1.0310998
7.4523773E-6	1.136054
7.677009E-6	    1.2200657
7.958188E-6	    1.2691369
8.211507E-6	    1.2762386
8.5496695E-6	1.2274331
8.775128E-6	    1.1925651
9.113632E-6	    1.094809
9.339381E-6	    1.0179836
9.649247E-6	    0.99014467
1.0127489E-5	1.0393004
1.0324163E-5	1.0953283
1.0520643E-5	1.179328
1.0801578E-5	1.2633638
1.1110569E-5	1.3613976
1.1532361E-5	1.4315081
1.1841789E-5	1.4666054
1.2179709E-5	1.4527645
1.2461957E-5	1.3479915
1.27442545E-5	1.2362255
1.294229E-5	    1.0964516
1.3027475E-5	0.991594
1.31691095E-5	0.8657818
1.3169742E-5	0.7748738
1.3226775E-5	0.6700041
1.3339966E-5	0.58613735
1.3452914E-5	0.5372352
1.3536494E-5	0.66314405
1.3648032E-5	0.8170366
1.3787965E-5	0.93597674
1.3899795E-5	1.0479118
1.4095983E-5	1.1738689
1.4208056E-5	1.2508394
1.4489235E-5	1.2999107
1.4770753E-5	1.3000314
1.4996698E-5	1.1952342
1.5138138E-5	1.0973936
1.5279627E-5	0.9925602
1.539311E-5	    0.86673594
1.5421943E-5	0.76884705
1.5591631E-5	0.6570328
1.5620173E-5	0.60110146
1.5788793E-5	0.6431315
1.5844318E-5	0.7550424
1.5984202E-5	0.88097537
1.6067977E-5	0.97891253
1.6208105E-5	1.069881
1.6348282E-5	1.1538564
