2.105315E-8	    1.0105385
7.5849684E-8	1.2281065
4.687608E-7	    1.4037148
9.1846186E-7	1.5091718
1.5936213E-6	1.5796382
2.1849085E-6	1.5658576
3.1709058E-6	1.4680363
3.537707E-6	    1.3488955
3.989839E-6	    1.1034755
4.3011632E-6	0.8650123
4.499491E-6	    0.68264097
4.78101E-6	    0.68276215
4.074538E-6	    0.9986971
5.369088E-6	    1.1321394
5.7909774E-6	1.1884617
6.2706295E-6	1.0342817
6.497109E-6	    0.8519226
6.6955336E-6	0.65551615
6.8366335E-6	0.60645396
6.9484145E-6	0.7258007
7.2845355E-6	0.9715602
7.620997E-6	    1.1681968
8.042595E-6	    1.2666242
8.549621E-6	    1.2247372
9.085431E-6	    1.091634
9.564791E-6	    0.9795594
1.007138E-5	    1.0008302
1.0773572E-5	1.2327121
1.1391748E-5	1.4013999
1.1926293E-5	1.450753
1.26311115E-5	1.3036876
1.2998691E-5	1.0722661
1.3197457E-5	0.826737
1.3255219E-5	0.6162349
1.3481066E-5	0.5251038
1.3731856E-5	0.8971427
1.4179953E-5	1.2341787
1.46862E-5	    1.3045723
1.5081397E-5	1.150356
1.5364714E-5	0.89082813
1.5563432E-5	0.65231645
1.5676622E-5	0.5681544
1.5928483E-5	0.7858074
1.6208105E-5	1.0596128
1.6348282E-5	1.143884
